question;class
Здравствуйте, ничего страшного, что копии документов немного меньше их настоящего размера(но распечатаны на бумаге а4)? Так вышло потому, что я не ксерокопировал, а сначала сканировал,потом распечатывал документы у себя дома и не заметил сначала. А после отправки подумал, что это может быть важно. Вы примите такие копии? Текст документов такой же разборчивый, просто немного меньше размер.;DOC
Добрый день! документы отправил 10-го июля, на сегодня в списках меня нет... хочу уточнить приходило письмо от Гарифуллин Азат Ильдарович??? спасибо;DOC
25 чила до скольки прием?;ENTER
Здравствуйте, а отсканированные копии документов и заявлений обязательно посылать обычной почтой? И если да, то на какой адрес?;DOC
Можно узнать, а студентам ИнЯз в этом году не предоставляется общежитие?;HOST
Добрый День! Я бы хотела узнать,а где-нибудь можно скачать регистр.форму? Просто не имею возможности распечатать форму ,поэтому нужно перекинуть на флэшку.;DOC
Здравствуйте! Отправила документы по почте. На сайте почта России написано: 09.07.2013 07:50	124498	Москва 498	Прибыло в место вручения...... а в списках меня до сих пор нету!!!... Пожалуйста, разберитесь, очень волнуюсь!!!...За какой срок мои документы будут зарегистрированы?... Заранее спасибо!;DOC
Здравствуйте,когда будут выставлены списки с баллами?;RANG
Здравствуйте! Можно ли послать пакет документов на поступление службой экспресс-доставки DHL EXPRESS? Если нет, то какими другими службами доставки можно посылать письма?;DOC
Здравствуйте. А 6  фотографий 3х4 необходимо предоставить на каждый выбранный факультет?;DOC
скажите пожалуйста всё ли я перечислила из документов необходимых для подачи в приёмную комиссию?ксерокопия аттестата и результатов ЕГЭ заверенные нотариально, справка о здоровье, ксерокопия пасспорта, стархового полиса, свидетельства о рождении. и что лишнее? и как оформить заявление о поступлении?пожалуйста помогите!;DOC
Скажите, вы принимаете по результатам егэ? или плюс вступительные в самом вузе?;ENTER
Скажите,пожалуйста,медицинскую справку необходимо предоставить только при зачислении?;DOC
Здравствуйте хотел бы узнать можно ли прийти в МИЭТ на подачу заявления без свидетельства результатов ЕГЭ??;DOC
можно узнать,когда работает приемная комиссия??если я приеду 3 июля,в субботу,можно ли будет подать документы в этот день?;ENTER
где на вашем сайте можно найти бланк заявления абитуриента (которое заполняется от руки)? По ссылке, которую нам дали в приемной комиссии, находится только регистрационная форма!;DOC
1) При одинаковых баллах, учитывается ли поданный оригинал документов при составлении списков рекомендованных к поступлению?;RANG
Объясните,если я предоставляю в комиссию оригиналы,нужно ли дополнительно снимать с них копии?При условии,что я не собираюсь подавать документы в другой ВУЗ.;DOC
Здравствуйте. я собираюсь отправить документы по почте. Подскажите, пожалуйста, если я выбрал 3 специальности, то я должен выслать 3 заявления, даже если эти специальности на одном факультете? А комплектов документов (паспорт, аттестат) должно быть один или три? Нужно ли прилагать вкладыш с оценками к аттестату?;DOC
Здравствуйте, не могли вы пояснить что писать в реквизиты олимпиады при заполнении анкеты?;DOC
Здравствуйте, я призер олимпиады Шаг в будущее техника и технологии. при указании олимпиады. в названии предмета писать что? предметов было 2 математика/физика, такого варианта ответа нет. И еще насчет реквизитов олимпиады, номер олимпиады не в реквизитах указывается, а ранее. в реквизитак только название? заранее спасибо)));PRIV
Здравствуйте, в регистрационной форме в пункте паспортные данные есть индекс, о каком индексе идёт речь? И в поле, (например математика) указать количество баллов?;DOC
Здравствуйте. Я еще не имею на руках сертификатов ЕГЭ, но знаю свои баллы по каждому предмету. Соответственно заявление о поступлении я не могу заполнить полностью. Достаточно ли для подачи заявления только паспорта, аттестата и их копий? И как быть с ЕГЭ??;DOC
Здраствуйте, я призер олимпиады Шаг в будущее техника и технологии по комплексу предметов(физика и математика) номер в списке 63.. в графе предмет мне что писать? и что писать в графе реквизиты?;PRIV
Здравствуйте! В заявлении необходимо указать номер аттестата, а код и серию указывать не нужно?;DOC
день добрый!подскажите пожалуйста!я рапечатал заявление на поступление в ваш вуз!я не местный и хочу отослать заявление в виде письма.вопрос-нужно ли сразу отсылать с заявлением копии паспорта ,копию свидетельства о егэ,и копию аттестата с фото?ответьте пожалуйста  и на какой адрес посылать письмо??а то не найду никак;DOC
Здравстуйте, пониманиете олимпиада по комплексу предметов, т.е. какой именно предмет из комплекса писать? И объясните исходя из конкретных данных что писать в реквизитах, если не номер?;PRIV
Сегодня получил свидетельство о егэ,документы в приёмную комиссию уже сдал, обязательно ли доносить копию сертификата егэ ? Или можно принести уже при подачи оригиналов, при зачислении?;DOC
Скажите пожалуйста куда на какой адрес нужно отправлять документы по почте?;DOC
Здравствуйте! Скажите, заверять копии документов у нотариуса обязательно? А если это сделать в приемной комиссии, это платно?;DOC
Здравствуйте, скажите пожалуйста, я хотел бы уточнить, для приема на первый курс в заявлении вместе с документами, высылаемыми по почте, не надо указывать специальности, на какие хотел бы попасть, а только факультеты, если надо то сколько их можно указать всего?;DOC
Скажите пожалуйста, до 4 августа абитуриенту необходимо лично предоставить  оригиналы всех необходимых документов в приемную комиссию или это могут сделать родственники? Боюсь, что меня еще не будет в Москве в этот период. Спасибо.;DOC
Скажите,что такое целевой набор и чем он отличается от бюджета,почему в таблице набора на факультеты написано:Бюджет,включая целевой набор(180 мест,например)То есть,целевой набор имеет какое-то преимущество перед просто бюджетными местами?;PRIV
Ирина,что такое заявление номер 2,когда оно подаётся?Можно ли сразу при подаче документов сказать комиссии о приоритетном факультете?Например у человека 219 баллов,он поступает конкретно на ПрИТ,но для страховки подаёт заявление ещё на два факультета,так как имеет ЕГЭ и по физике,то есть сразу сказать комиссии,что при поступление ещё на какой-нибудь факультет(может и на оба)помимо ПрИТа,его документы были направлены именно на ПрИТ!С Уважением!;DOC
У кого преимущество при равенстве баллов?;RANG
Скажите пожалуйста ? А конкурс проводится по оригиналам документов иликопиям;RANG
Принят ли дресс-код? В шортах можно заявиться?)));ORG
Здравствуйте! Нужно ли заверять ксерокопии документов, отправляемых по почте?;DOC
Здравствуйте. Скажите пожалуйста у аттестата копии всех страниц делать?;DOC
Скажите пожалуйста,  необходимо ли предоставить оригинал сертификата ЕГЭ и до какого числа.Или достаточно данных о результатах ЕГЭ, которые у вас уже есть? Спасибо.;DOC
Какие документы нужно заверять у нотариуса ?;DOC
Свидетельство о результатах ЕГЭ будет только через неделю.Можно подавать документы без него?Спасибо.;DOC
Ксерокопии каких документов нужно высылать по почте и в какой срок нужно предоставить оригинал?Спасибо!;DOC
Здравствуйте, при заполнении документов в приемной комиссии указал неправильный номер аттестата, но сдал верную копию. Что мне делать? Нужно ли звонить в приемную комиссию?;DOC
Здравствуйте! Во время заполнения регистрационной формы абитуриента я ввела все данные и отправила их в приемную комиссию, но распечатать Заявления-1,2 в силу технических причин я хотела попозже. И у меня вопрос: можно ли сейчас мне как-нибудь распечатать эти заявления, когда у меня, как и следовало ожидать, сбросились данные? Или получается мне снова надо заполнять регистрационную форму абитуриента для поступления, отправлять в приемную комиссию и сразу же распечатывать? Спасибо.;DOC
Здраствуйте, у меня возник вопрос по отправке документов по почте, 	Mail Delivery System присылает сообщение о ошибке отправки, сообщение не доставлено. Что делать и как быть??? Документы по кспресс-почте уже отправила, а вот по электронке не могу ;DOC
Скажите пожалуйста, а если я не успела подать документы до 25ого июля, то теперь с этим ничего уже  не поделать?;DOC
Скажите,пожалуйста,я есть в списках,рассматриваемых на бюджетную основу.Каковы мои шансы пройти с баллом 162?Спасибо заранее.;RANG
А каковы шансы получить общежитие с баллом 162? Из заявления 1 я подавал на ЭКТ,ЭТМО и МПиТК,из заяыления 2 -на МПиТК.Могу я пойти на ЭТМО?Спасибо.;HOST
входят-ли целевики в общее количество мест или они идут отдельной позицией?;PRIV
Скажите пожалуйста, допустим я поступлю на факультет ЭКТ, какова вероятность того, что я в дальнейшем буду учиться на кафедре «Проектирования и конструирования интегральных микросхем» ? Когда и как происходит дальнейшее распределение по кафедрам?;ORG
Здравствуйте. Скажите, пожалуйста, если абитуриент зачислен на целевой и у него поданы все оригиналы, должен ли он предоставить какие-то еще документы или приехать что-то подписать, если да, в какие сроки. И вообще какие дальнейшие действия?;PRIV
У конкретного человека сданы все документы по списку. А когда заключается договор, получается студенческий билет, может что-то еще, проходит какое-то собрание, ознакомление и т.д.? Спасибо.;ORG
Разъясните, пожалуйста, следующую ситуацию. Мы предоставили оригинал на ЭКТ с общежитием. Результат ЕГЭ - 217 баллов. Если этого балла будет недостаточно для получения общежития (допустим, мы будем 311, не дай бог), мы выбываем из конкурса вообще? Или же независимо от этого мы поступаем в МИЭТ, но без общежития. В заявлении мы указали, что нуждаемся в нем.;RANG
получается диплом с его отметками совсем не важен?главное как повезет на ЕГЭ?;RANG
смогу-ли я поступить на платное отделение с баллом 162,если не пройду на бюджет?;RANG
Подскажите пожалуйста ещё разочек. Какая информация актуальна на данный момент о документах и заявлениях которые необходимо подать для поступления на Вечерний факультет или факультет ДО?  на странице где указаны необходимые заявления не работает ссылка Заявление для поступления в МИЭТ и неактивна ссылка Заявление 1.;DOC
здравствуйте, собираюсь подать заявление по эл. почте. Можете скинуть правила подачи документов по эл почте?;DOC
Хочу перейти в ваш ВУЗ на 2 курс на факультет ЭКТ.Закончил 1 курс ЧГУ без 3.Каковы мои шансы попасть на бюджетное отделение и надо-ли сдавать какие-нибудь экзамены? заранее благодарен за ответ.;ENTER
Как позвонить в деканат ЭКТ и посмотреть наличие бюджетных мест на 2 курс на этот факультет?;ORG
Здравствуйте! У меня на руках вместо мед. полиса временное свидетельство, подтверждающее его оформление. Новый еще не сделан. Можно ли подать ксерокопию временного свидетельства вместе с остальными документами?;DOC
Если абитуриент будет рекомендован к зачислению во второй волне, в какой срок необходимо предоставить оригиналы документов? Есть ли шанс при зачислении во второй волне получить место в общежитии?;DOC
Здравствуйте! У нас похожая ситуация: сертификат с результатами ЕГЭ у сына от 30 июня 2009 года, в армию его забрали 16 июня 2010 года, демобилизовался 16 июня 2011. Будут ли действительны его результаты этим летом? Заранее благодарим за ответ.;ENTER
После школы я иду в армию будут ли действительны результаты ЕГЭ и надо ли сдавать доп.экзамены если я хочу поступить в МВД или ФСБ?;ENTER
ЗДРАВСТВУЙТЕ.МЕНЯ ИНТЕРЕСУЕТ ТАКОЙ ВОПРОС.Я ЗАКОНЧИЛ ШКОЛУ В 2010 ГОДУ.И ОСЕНЬЮ ПОШЁЛ В АРМИЮ.ВЕРНУЛСЯ ОСЕНЬЮ 2011.МОГУ ЛИ Я ПОСТУПИТЬ ПО РЕЗУЛЬТАТАМ ЕГЭ 2010?;ENTER
здравствуйте,я студент мпитк,1 курс,былдопущен к летней сессии,сдал 1 из 4 экзаменов и тяжело заболел и уехал домой в чувашию,в итоге пропустил оставшиеся экзамены и первую волну пересдач.могу ли я рассчитывать,на то что мне нужно будет только приехать в конце августа и сдать эти 3 экзамена во второй волне пересдач?спасибо за внимание!;ENTER
как можно связаться с деканом,если сейчас деканат в отпуске?слышал,что всё равно декан появляется в институте;ORG
Здравствуйте, я закончила школу в 2009 году, поступила в университет, но по семейным обстоятельствам на середине зимней сессии 1 курса забрала документы, когда речь зашла об переводе в другое место, сказали первый курс не переводят, в 2013 году мне надо будет сдавать заново сдавать ЕГЭ, смотря в какой вуз я хочу поступить?;ENTER
Здравствуйте! моего сына после 1-го семестра в 2011 году отчислили с ВУЗа (написал заявление о призыве в армию). 6 июля 2012 года был призван. В 2013 году после службы решил поступать снова в тот же ВУЗ. Будут ли действительны результаты егэ-2011 года для поступления в 2013 году?;ENTER
здравствуйте,у меня проблема. Закончил школу в 2011году,в этом же году поступил,не понравилось,ушел. Хотел уйти в армию,а меня уже больше полгода не берут,повестка за повесткой,устал уже ходить.еще одну дали на 22апреля,уверен что и этого числа не возьмут,смогу ли я поступить снова?и как мне объяснить такую ситуацию университету?;ENTER
Здравствуйте! Моя ситуация такова: сына летом 2012 года отчислили из вуза после 1 го курса. Он получил повестку осенью, явился в военкомат, потом вторую. Параллельно готовится к поступлению в новый вуз летом 2013 года. Если он поступит его имеют право забрать в армию? И если заберут с первого курса- он может на него же восстановиться через год?;ENTER
Здравствуйте, Я сдавал ЕГЭ в 2012 году, В ВУЗ документы не подавал, так-так  собирался пойти в армию, но не сложилось. Могу ли  я в этом году (2013),  сдать вступительные экзамены в ВУЗ и вместе с этим подать уже имеющие результаты (действующие с 2012 года)? Или только одно из двух (вступительные экзамены и действующий сертификат). Спасибо.;ENTER
Здравствуйте!Прошу разяснить Ваш ответ от 26.04.Наталье.Вы пишете,что все студенты миэт имеют отсрочку.Также Вы отвечали и мне в прошлом году.Но правда такова,что перепоступивший студент отсрочки не имеет!Мой сын в мае 2012 забрал документы из одного вуза и поступил в миэт.Сейчас он заканчивает 1курс(если дадут)и с 1апреля мы воюем с военкоматом,чтобы дали сдать сессию.Где же обещанная отсрочка?;ORG
будьте добры, поясните мне пожалуйста- в этом году мой сын закончил 11 классов, мой сын до вуза не дотянул один бал ,и решил поити в армию (попадает на осенний призыв),будут ли действительны егэ до 2015 г?;ENTER
Здраствуйте, у меня такой вопрос: учусь на 1 курсе на бесплатном, но поняла, что профессия не моя, хочу перевестись в другой вуз на совершенно другую специальность. Желания учиться здесь нет, не знаю, сдам ли зимнюю сессию. Если меня отчислят, можно ли перевестись в другой вуз на бесплатное обучение, сдав необходимые предметы ЕГЭ?;ORG
Здравствуйте! Я поступила в 2013 году в институт, но убедтлась в том,что выбрала не правильно специальность, можно ли сдать снова ЕГЭ и что для этого нужно?;ORG
Здравствуйте, отчислился по собственному желанию после зимней сессии второго курса в 2013, можно ли восстановиться на второй курс сейчас?;ENTER
Здравствуйте, поступил в университет по егэ на платную основу, но после полугода обучения понял что профессия не подходит мне. отчислился и решил подождать до лета, поступить заново. когда заработала приемная  комиссия этого года, я узнал у них что егэ дается лишь на одно поступление, а именно поступить второй раз мне придется с новым егэ, так ли это??;ENTER
Я закончил 11 класс в апреле мне будет 18 лет и я попадаю под призыв, я не против идти в армию но скажите после армии у меня будут действовать результаты егэ 2014года?);ENTER
здравствуйте. сдавал егэ в 2011 году и в декабре этого года ушел в армию. будут ли действительны мои результаты егэ в 2015 году ввиду того что на момент принятия нового закона об образовании они были в силе?;ENTER
Что значит до последнего абитуриента? На прием документов? Разве нет ограничения по времени 4 августа до 14-00?;ENTER
Люди,которые идут без вступительных испытаний это кто?;PRIV
Здравствуйте! Большое количество рекомендованных к зачислению говорит о том, что второй волны зачисления не будет? Я правильно понимаю?;RANG
Здравствуйте. Скажите пожалуйста, могут ли абитуриенты из списка рекомендованных не предоставившие оригинал до 4 августа,  участвовать во второй волне (если она, конечно, будет) или они выбывают из конкурса? И бывает ли, что зачисленные 5го числа абитуриенты(студенты) забирают документы и появляется вакантное место? Спасибо.;RANG
Здравствуйте, подскажите, пожалуйста. Если в первую волну я подаю оригиналы документов в один вуз, а во вторую волну прохожу в более выгодный для меня вуз, могу ли я забрать оригиналы документов из вуза и подать в другой?;ORG
Здравствуйте, подскажите пожалуйста- когда появятся списки зачисленных абитуриентов?;RANG
Подскажите пожалуйста, правильно ли я понимаю что приказ о том что человек уже окончательно зачислен будет выложен только 05 августа 2013 и то что уже есть выложенные списки рекомендованных к зачислению это не есть факт что он туда 100% зачислен?;RANG
Приказы о зачислении разных категорий абитуриентов на бюджетные места издаются 30 июля, 5 и 10 августа. - расшифруйте пожалуйста что означает разные категории абитуриентов?;RANG
Скажите, пожалуйста, на факультет иностранных языков, если проходишь в первой волне, можно будет подать документы после 5 августа?;ENTER
Когда можно будет узнать, поступил ли ты в первой волне или же нет?;RANG
Здравствуйте, я не подала ортгинал документа ни в один из ВУЗов, так как думала что мои шансы поступления на бюджет равны нулю, но сейчас я увидела 9 вакантных мест на менеджменте, могу ли я еще подать оригинал и участвовать в конкурсе?;RANG
когда они будут известны на технические факультеты?;RANG
Здраствуйте.Зачисление будет происходить по итоговому баллу или по проценту правильно выполненных заданий?(ЕГЭ);RANG
Здравствуйте. Я хотел узнать....если по итогам 3 экзаменов набрано меньше проходного балла прошлого года, то буду ли я участвовать в конкурсе? (просто интерес, результатов то еще нет);RANG
Здравствуйте. Получил 199 балов егэ (Р М Ф), куда стоит подать документы?;RANG
еще раз, Дмитрий, вы не могли бы уточнить,когда именно будет известен проходной балл, например, на ПРИТ? после того,как буду поданы все заявления на поступление в ВУЗ или как?;RANG
Здравствуйте, скажите пожалуйста какой в прошлом году был минимальный балл для получения места в общежитии?;HOST
Здравствуйте. Скажите,пожалуйста,у меня в сумме 189 баллов. есть ли у меня шансы поступить с общежитием?;HOST
Здравствуйте. Какой был проходной балл в 2009 году на специальность Комплексная защита объектов информатизации?;RANG
Хотелось бы знать,почему не предоставляется место в общежитии на факультете ПрИТ? Или в информации о наличии мест в общежитии закралась ошибка? У меня 220баллов и диплом призера второй степени по математике олимпиады второго уровня,но без общежития учиться не смогу по финансовым причинам.;HOST
Имеющиеся на сайте проходные баллы за 2009 год, они минимальные, средние или максимальные? Спасибо.;RANG
здравствуйте! сдавал физику мат и рус.всего 204  балла могу я к Вам потупить?;RANG
Здравствуйте,а оригиналы документов при удачном поступлении остаются в ВУЗе или Вам нужен только их серия и номер?;DOC
<img alt=:) border=0 class=bx-smile data-code=:) data-definition=SD src=/bitrix/images/main/smiles/5/icon_smile.gif style=width:16px height:16px  title=С улыбкой> Здравствуйте,можно уточнить предоставляются ли места в общежитие при поступлении на факультет дизайна?</img>;HOST
Здравствуйте.Ранее упоминалось,что при поступлении на контракт,достаточно положительных результатов.А если на вечерний ф-т подали 36 человек на контракт,а мест 10, как быть?Как будет проводиться отбор?;RANG
Здравствуйте! Я подавала документы по почте. Скажите,пожалуйста,как мне узнать,получили ли Вы мои документы?;DOC
Значит, 196 баллов было у 50-ого?;RANG
А вы не знаете сколько было у 35-ого? ;RANG
Добрый день! Проходные баллы за 2009 год показаны по первой волне- а каковы они были итоговые. В частности интересует МП и ТК специальность Информатика и вычислительная техника. И каковы прогнозы на этот год. Реально поступить на эту специальность с 189 баллами? Спасибо!;RANG
А получить общежитие с 189 баллами какова вероятность?;HOST
Скажите пожалуйста, какой экзамен в МПиТК считается приоритетным? Ведь смотрят на баллы по этому предмету при одинаковых баллах.;RANG
Здравствуйте,скажите пожалуйста,если возникнет такая ситуация,что при сдаче оригиналов 1-ого августа я буду проходить на ЭКТ,а после окончания сдачи оригиналов вдруг выяснится,что проходной балл возрос и я туда не пройду,буду ли я зачислен на другой факультет(на который мне хватит баллов),или это будет непоступлением?(У меня 198 баллов);RANG
1. каковы шансы с 182 баллами на технические факультеты, с общежитием? ;HOST
а сколько может стоить снять квартиру в Зеленограде, минимум?;ORG
А для абитуриентов,сдающих документы, предоставляется общежитие? И если да, то цена за сутки?;HOST
И какой минимальный балл примерно ожидаете на МПиТК?;RANG
Когда будут выставлены списки поступивших в первую волну? ;RANG
Вопрос банальный...Что делать дальше поступившим?Как говорил незабвенный принц Флоризель:Покажите ваши инструкции... ;ORG
А когда списки принятых на платную форму обучения?;RANG
Здравствуйте...скажите пожалуйста где можно узнать проходной бал за 2010 год на факультеты Экт и МПиТК?;RANG
а если я наберу 150 баллов,то смогу пройти на ИнЭУП на платной основе?;RANG
Скажите пожалуйста, при оформлении проходных баллов, баллы льготников не учитываются??;PRIV
Каков пакет документов для иногородних поступающих? Кем заверяется аттестат? Нужно ли личное присутствие или можно переслать по почте или инету? Заранее спасибо за ответ!;DOC
Можно спросить , при поступлении на Дизайн раньше нужно было приносить свидетельство о егэ по русскому и математике , сейчас  я смотрю что там егэ по русскому и литературе . Как это понимать ? Вы изменили правила поступления на дизайн ?;DOC
Здравствуйте! Прошу прояснить следующую ситуацию: при поступлении на специальности творческой направленности, предусмотрен творческий очный экзамен, который в МИЭТ, например, длится 3 дня (факультет Дизайна). Учащийся, выбрав для поступления профессию дизайнера, будет подавать заявления и в другие ВУЗы по данной специальности. И в каждом из них будет творческий конкурс/экзамен, на который тоже надо порядка 2-3 дней. Вопрос: что предусмотрено правилами приёма при совпадении дней сдачи экзаменов творческой направленности в различных ВУЗах? ;ORG
Уточнение по поводу иногородних студентов:заверять ксерокопии документов нужно или нет?И я так поняла отправляется заказным письмом? Есть ли у вас на сайте образец анкеты для абитуриента? (можно получить ссылку?) Спасибо за ответ!;DOC
Скажите,пожалуйста,когда будут известны даты творческого конкурса для поступления на факультет дизайн?;RANG
Здравствуйте. У меня за спиной 9 классов и техническое образование,при поступлении МПиТК мне обязательно сдавать ЕГЭ?;ENTER
Здравствуйте! Я являюсь победителем олимпиады Шаг в будущее второго уровня по физике и призером второй степени по математике. Скажите пожалуйста, будут ли учитываться эти результаты при поступлении?;PRIV
Здравствуйте. Хочу записаться на ЕГЭ по физике и обществу. По расписанию эти экзамены проходят в один день (15 июля). Как их сдавать? Реально ли сдать физику например в июне, и когда нужно записываться чтобы успеть?;ENTER
Добрый день. могу ли я поступить с 200 баллами по егэ(русский, физика, алгебра)? есть ли общежитие при универе и какая тогда оплата(если есть). P.S. Насколько эффективен карьерный рост после обучения?;ORG
я сдавала ЕГЭ в прошлом году. можно ли в этом году не пересдавать ЕГЭ а использовать при поступлении прошлогодние результаты?;ENTER
Здравствуйте! Уважаемая Ирина Казанджян! Благодаря результатам олимпиады Шаг в будущее я поступаю только на МПиТК. Это значит, что эти дипломы не будут учитываться при поступлении на факультет ЭТМО?;PRIV
Здравствуйте! подскажите, пожалуйста, если я не наберу нужного количества баллов по физике в школе, можно будет пересдать её в Вашем университете?;ENTER
Извините, а как же вторая волна? в самом университете нельзя будет сдать?;RANG
Добрый день. Подскажите, пожалуйста, правильно ли я понимаю, что до пятого июля на факультет Дизайн нужно подать оригиналы документов для поступления? Или для прохождения творческого конкурса достаточно копий?;DOC
Где можно узнать распиасание сдачи экзаменов на факультет ИнУЭП ?;ENTER
Здравствуйте, прошу ответить, могут ли на ЭТМО, ЭКТ, МПиТК учитываться результаты ЕГЭ по Информатике(вместо физики)?;ENTER
Набрал 219 баллов,конкретно для ПрИТ,есть ли смысл подавать документы ещё на две специальности,создавая тем самым искуственную очередь,или с этими баллами можно не дёргаться?;RANG
Здравствуйте,я закончил среднее образование в 2006 году(егэ не проходил),хочу поступить на фак. Дизайна по контракту,мне предоставится возможность сдать егэ в университете? или на этот счет существуют иные правила?;ENTER
Здравствуйте! Скажите пожалуйста, во сколько начинаются по времени консультация и экзамены творческого испытания на факультете Дизайн? В расписании указаны дни, но не указано время. Возможно я что-то не доглядела. Спасибо заранее.;ENTER
Скажите, какой факультет мне выбрать для того чтобы выучиться на программиста? Какие экзамены необходимы сдать при поступлении?;ORG
Здравствуйте.Здесь уже задавался вопрос: нужно ли нотариально заверять ксерокопии документов?;DOC
В какой форме проводятся вступительные испытания проводимые приёмной комиссией? Как до 2009 года? Я имею ввиду в плане формы проведения(тест или полноценный экзамен)?;ENTER
